Concentration of v
0,1.146
0.01,1.22212
0.02,1.27428
0.03,1.31358
0.04,1.34464
0.05,1.36991
0.06,1.39085
0.07,1.40841
0.08,1.42325
0.09,1.43584
0.1,1.44655
0.11,1.45564
0.12,1.46333
0.13,1.46981
0.14,1.47521
0.15,1.47966
0.16,1.48325
0.17,1.48607
0.18,1.4882
0.19,1.4897
0.2,1.49063
0.21,1.49103
0.22,1.49095
0.23,1.49042
0.24,1.48948
0.25,1.48817
0.26,1.4865
0.27,1.48451
0.28,1.48221
0.29,1.47964
0.3,1.4768
0.31,1.47371
0.32,1.47039
0.33,1.46686
0.34,1.46313
0.35,1.45921
0.36,1.45512
0.37,1.45085
0.38,1.44644
0.39,1.44187
0.4,1.43717
0.41,1.43234
0.42,1.42739
0.43,1.42232
0.44,1.41715
0.45,1.41187
0.46,1.4065
0.47,1.40104
0.48,1.3955
0.49,1.38988
0.5,1.38419
0.51,1.37843
0.52,1.3726
0.53,1.36671
0.54,1.36077
0.55,1.35477
0.56,1.34872
0.57,1.34263
0.58,1.33649
0.59,1.33031
0.6,1.3241
0.61,1.31785
0.62,1.31157
0.63,1.30526
0.64,1.29892
0.65,1.29256
0.66,1.28618
0.67,1.27978
0.68,1.27335
0.69,1.26692
0.7,1.26046
0.71,1.254
0.72,1.24752
0.73,1.24104
0.74,1.23454
0.75,1.22804
0.76,1.22154
0.77,1.21503
0.78,1.20852
0.79,1.20201
0.8,1.19549
0.81,1.18898
0.82,1.18248
0.83,1.17597
0.839999,1.16947
0.849999,1.16298
0.859999,1.15649
0.869999,1.15001
0.879999,1.14354
0.889999,1.13708
0.899999,1.13063
0.909999,1.12419
0.919999,1.11776
0.929999,1.11134
0.939999,1.10494
0.949999,1.09855
0.959999,1.09217
0.969999,1.08581
0.979999,1.07946
0.989999,1.07313
0.999999,1.06682
1.01,1.06053
1.02,1.05425
1.03,1.04799
1.04,1.04175
1.05,1.03553
1.06,1.02933
1.07,1.02315
1.08,1.01699
1.09,1.01085
1.1,1.00474
1.11,0.99864
1.12,0.992566
1.13,0.986515
1.14,0.980487
1.15,0.974482
1.16,0.9685
1.17,0.962542
1.18,0.956607
1.19,0.950697
1.2,0.944812
1.21,0.938951
1.22,0.933116
1.23,0.927305
1.24,0.92152
1.25,0.91576
1.26,0.910026
1.27,0.904319
1.28,0.898637
1.29,0.892982
1.3,0.887353
1.31,0.881751
1.32,0.876175
1.33,0.870627
1.34,0.865105
1.35,0.859611
1.36,0.854144
1.37,0.848704
1.38,0.843292
1.39,0.837907
1.4,0.83255
1.41,0.827221
1.42,0.821919
1.43,0.816646
1.44,0.8114
1.45,0.806183
1.46,0.800993
1.47,0.795832
1.48,0.790698
1.49,0.785593
1.5,0.780516
1.51,0.775468
1.52,0.770447
1.53,0.765455
1.54,0.760491
1.55,0.755556
1.56,0.750649
1.57,0.74577
1.58,0.74092
1.59,0.736097
1.6,0.731303
1.61,0.726538
1.62,0.7218
1.63,0.717091
1.64,0.71241
1.65,0.707758
1.66,0.703133
1.67,0.698537
1.68,0.693968
1.69,0.689428
1.7,0.684916
1.71,0.680431
1.72,0.675975
1.73,0.671546
1.74,0.667145
1.75,0.662772
