Derivative of v
0,14.6
0.01,7.6119
0.02,5.21651
0.03,3.92916
0.04,3.10623
0.05,2.52727
0.06,2.0942
0.07,1.75614
0.08,1.48385
0.09,1.25918
0.1,1.07027
0.11,0.908963
0.12,0.769485
0.13,0.647604
0.14,0.540143
0.15,0.444671
0.16,0.359288
0.17,0.282488
0.18,0.213059
0.19,0.150014
0.2,0.0925416
0.21,0.0399639
0.22,-0.00828608
0.23,-0.0526892
0.24,-0.093655
0.25,-0.131536
0.26,-0.166635
0.27,-0.199218
0.28,-0.229514
0.29,-0.257727
0.3,-0.284036
0.31,-0.308599
0.32,-0.331557
0.33,-0.353036
0.34,-0.373149
0.35,-0.391997
0.36,-0.409672
0.37,-0.426256
0.38,-0.441825
0.39,-0.456447
0.4,-0.470184
0.41,-0.483093
0.42,-0.495226
0.43,-0.506631
0.44,-0.517351
0.45,-0.527428
0.46,-0.536899
0.47,-0.545798
0.48,-0.554157
0.49,-0.562006
0.5,-0.569373
0.51,-0.576284
0.52,-0.582762
0.53,-0.58883
0.54,-0.594508
0.55,-0.599816
0.56,-0.604773
0.57,-0.609396
0.58,-0.6137
0.59,-0.617701
0.6,-0.621413
0.61,-0.62485
0.62,-0.628024
0.63,-0.630947
0.64,-0.63363
0.65,-0.636084
0.66,-0.638319
0.67,-0.640344
0.68,-0.642169
0.69,-0.643802
0.7,-0.645252
0.71,-0.646525
0.72,-0.647629
0.73,-0.648572
0.74,-0.649359
0.75,-0.649997
0.76,-0.650493
0.77,-0.650851
0.78,-0.651077
0.79,-0.651177
0.8,-0.651155
0.81,-0.651017
0.82,-0.650766
0.83,-0.650407
0.839999,-0.649944
0.849999,-0.649382
0.859999,-0.648723
0.869999,-0.647972
0.879999,-0.647132
0.889999,-0.646206
0.899999,-0.645198
0.909999,-0.644111
0.919999,-0.642947
0.929999,-0.64171
0.939999,-0.640402
0.949999,-0.639027
0.959999,-0.637585
0.969999,-0.636081
0.979999,-0.634516
0.989999,-0.632892
0.999999,-0.631212
1.01,-0.629477
1.02,-0.627691
1.03,-0.625854
1.04,-0.623969
1.05,-0.622037
1.06,-0.620061
1.07,-0.618041
1.08,-0.61598
1.09,-0.613879
1.1,-0.61174
1.11,-0.609564
1.12,-0.607353
1.13,-0.605107
1.14,-0.602829
1.15,-0.60052
1.16,-0.59818
1.17,-0.595811
1.18,-0.593415
1.19,-0.590992
1.2,-0.588544
1.21,-0.586072
1.22,-0.583576
1.23,-0.581058
1.24,-0.578518
1.25,-0.575958
1.26,-0.573379
1.27,-0.570782
1.28,-0.568166
1.29,-0.565534
1.3,-0.562887
1.31,-0.560223
1.32,-0.557546
1.33,-0.554855
1.34,-0.552152
1.35,-0.549436
1.36,-0.546709
1.37,-0.543971
1.38,-0.541223
1.39,-0.538466
1.4,-0.5357
1.41,-0.532926
1.42,-0.530144
1.43,-0.527356
1.44,-0.524561
1.45,-0.52176
1.46,-0.518954
1.47,-0.516143
1.48,-0.513328
1.49,-0.51051
1.5,-0.507688
